p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci
0.00618802158136936	0.0187125607635528	0.041	0.064	1	Cyb5rl	other
0.00620147772270304	-0.944714261608166	0.006	0.015	1	Gm8539	other
0.00621468830395662	0.0273722589832615	0.154	0.203	1	Pitpnb	other
0.00621553398157174	-1.4316348629637	0.003	0.011	1	Gm48432	other
0.00623101579519612	-1.4231845759567	0.003	0.011	1	Gm8775	other
0.00623245021734207	0.079560226300728	0.118	0.158	1	Gm48027	other
0.00623245431545463	-0.251479423867754	0.029	0.047	1	Rps4x-ps	other
0.00623492158088041	1.96983891030206	0.013	0.003	1	Gm47887	other
0.0062361841095257	-1.19867348887899	0.003	0.011	1	Fam71e1	other
0.00624408273696797	-0.224113270691273	0.051	0.076	1	Cpox	other
0.00624653231783331	-1.09551009008199	0.003	0.011	1	Gm48405	other
0.00625616119185789	-0.418700978014304	0.016	0.031	1	Gm6225	other
0.00626085512578054	0.145585311481307	0.26	0.344	1	Adgrl1	other
0.00627167416150033	0.0903658555731379	0.089	0.124	1	Snx12	other
0.00627264922450847	-0.265133036438559	0.036	0.057	1	Rxra	other
0.00627500704071065	-0.0791464075684578	0.055	0.081	1	Zfp593	other
0.00628132999732263	0.157028151505004	0.136	0.183	1	Galnt2	other
0.00628287289556786	-0.620845033376525	0.003	0.011	1	Gm17825	other
0.00630894684790939	-0.785666943211103	0.003	0.011	1	Pcdhga9	other
0.00631362954827277	-0.474169383589663	0.009	0.021	1	H2bu2	other
0.00632987608875692	-0.778161711153618	0.003	0.011	1	Gm6767	other
