"Sample","Distance_microns","Gray_Value"
"wt_7",74.773,17598.24
"wt_7",75.103,17511.721
"wt_7",75.432,17339.27
"wt_7",75.762,17166.859
"wt_7",76.091,17164.57
"wt_7",76.42,17409.506
"wt_7",76.75,17255.941
"wt_7",77.079,17436.123
"wt_7",77.409,17333.049
"wt_7",77.738,17306.205
"wt_7",78.067,17294.773
"wt_7",78.397,17315.789
"wt_7",78.726,17268.9
"wt_7",79.056,17133.342
"wt_7",79.385,17179.219
"wt_7",79.714,17273.607
"wt_7",80.044,17020.719
"wt_7",80.373,16929.773
"wt_7",80.703,17136.945
"wt_7",81.032,16907.9
"wt_7",81.361,17091.512
"wt_7",81.691,17040.357
"wt_7",82.02,17032.176
"wt_7",82.35,17144.375
"wt_7",82.679,17026.02
"wt_7",83.008,16887.014
"wt_7",83.338,17021.41
"wt_7",83.667,17018.99
"wt_7",83.997,17083.93
"wt_7",84.326,17009.945
"wt_7",84.655,16817.988
"wt_7",84.985,16702.969
"wt_7",85.314,16508.705
"wt_7",85.644,16692.465
"wt_7",85.973,16642.896
"wt_7",86.302,16759.16
"wt_7",86.632,17114.785
"wt_7",86.961,16872.387
"wt_7",87.291,16799.232
"wt_7",87.62,16958.676
"wt_7",87.949,17133.746
"wt_7",88.279,17467.619
"wt_7",88.608,17349.75
"wt_7",88.938,17330.658
"wt_7",89.267,17743.34
"wt_7",89.596,17905.295
"wt_7",89.926,18044.484
"wt_7",90.255,18372.045
"wt_7",90.585,18485.045
"wt_7",90.914,18366.959
"wt_7",91.243,18388.15
"wt_7",91.573,18413.793
"wt_7",91.902,18326.484
"wt_7",92.232,18464.158
"wt_7",92.561,18484.707
"wt_7",92.89,18335.785
"wt_7",93.22,18148.26
"wt_7",93.549,17863.33
"wt_7",93.879,17921.535
"wt_7",94.208,17668.674
"wt_7",94.537,17630.777
"wt_7",94.867,17795.52
"wt_7",95.196,17479.139
"wt_7",95.526,17343.135
"wt_7",95.855,17344.34
"wt_7",96.184,17143.473
"wt_7",96.514,17230.846
"wt_7",96.843,17515.865
"wt_7",97.172,17530.615
"wt_7",97.502,17462.076
"wt_7",97.831,17338.346
"wt_7",98.161,17243.545
"wt_7",98.49,17289.445
"wt_7",98.819,17498.467
"wt_7",99.149,17615.018
"wt_7",99.478,17758.656
"wt_7",99.808,17716.039
"wt_7",100.137,17872.656
"wt_7",100.466,18087.541
"wt_7",100.796,17888.906
"wt_7",101.125,18268.047
"wt_7",101.455,18401.062
"wt_7",101.784,18386.883
"wt_7",102.113,18329.166
"wt_7",102.443,18637.428
"wt_7",102.772,18647.969
"wt_7",103.102,18792.867
"wt_7",103.431,18631.357
"wt_7",103.76,18878.609
"wt_7",104.09,19047.979
"wt_7",104.419,18622.668
"wt_7",104.749,18990.607
"wt_7",105.078,19012.439
"wt_7",105.407,18983.529
"wt_7",105.737,18976.287
"wt_7",106.066,19000.787
"wt_7",106.396,19035.369
"wt_7",106.725,18945.297
"wt_7",107.054,18814.398
"wt_7",107.384,18424.562
"wt_7",107.713,18805.191
"wt_7",108.043,18316.33
"wt_7",108.372,18175.891
"wt_7",108.701,18248.707
"wt_7",109.031,17911.684
"wt_7",109.36,18026.197
"wt_7",109.69,17965.018
"wt_7",110.019,17689.445
"wt_7",110.348,17952.723
"wt_7",110.678,17665.092
"wt_7",111.007,17343.764
"wt_7",111.337,17547.844
"wt_7",111.666,17784.842
"wt_7",111.995,17787.932
"wt_7",112.325,17817.121
"wt_7",112.654,17970.916
"wt_7",112.984,17973.426
"wt_7",113.313,18303.381
"wt_7",113.642,18345.574
"wt_7",113.972,18732.629
"wt_7",114.301,18531.062
"wt_7",114.631,18578.363
"wt_7",114.96,18324.652
"wt_7",115.289,18450.289
"wt_7",115.619,18402.154
"wt_7",115.948,18315.354
"wt_7",116.278,18260.246
"wt_7",116.607,18236.75
"wt_7",116.936,18043.998
"wt_7",117.266,18110.475
"wt_7",117.595,17899.502
"wt_7",117.925,17823.832
"wt_7",118.254,17928.594
"wt_7",118.583,17901.916
"wt_7",118.913,17739.643
"wt_7",119.242,17908.549
"wt_7",119.572,17890.006
"wt_7",119.901,17882.617
"wt_7",120.23,18084.232
"wt_7",120.56,18297.924
"wt_7",120.889,18419.021
"wt_7",121.219,18554.07
"wt_7",121.548,18621.473
"wt_7",121.877,18661.84
"wt_7",122.207,18542.775
"wt_7",122.536,18384.164
"wt_7",122.866,18561.961
"wt_7",123.195,18827.195
"wt_7",123.524,18518.303
"wt_7",123.854,18656.234
"wt_7",124.183,18605.223
"wt_7",124.513,18349.707
"wt_7",124.842,18219.088
"wt_7",125.171,18232.629
"wt_7",125.501,18228.531
"wt_7",125.83,18209.121
"wt_7",126.16,18260.719
"wt_7",126.489,18460.105
"wt_7",126.818,17795.627
"wt_7",127.148,17828.072
"wt_7",127.477,17694.049
"wt_7",127.807,17721.613
"wt_7",128.136,17909.961
"wt_7",128.465,17825.547
"wt_7",128.795,17879.523
"wt_7",129.124,18013.219
"wt_7",129.454,17823.719
"wt_7",129.783,17981.445
"wt_7",130.112,18245.547
"wt_7",130.442,17991.395
"wt_7",130.771,18087.822
"wt_7",131.101,18287.459
"wt_7",131.43,18142.863
"wt_7",131.759,18367.25
"wt_7",132.089,18164.514
"wt_7",132.418,18322.578
"wt_7",132.748,18393.977
"wt_7",133.077,18396.24
"wt_7",133.406,18336.73
"wt_7",133.736,18318.494
"wt_7",134.065,18105.854
"wt_7",134.395,18059.588
"wt_7",134.724,17886.291
"wt_7",135.053,17978.744
"wt_7",135.383,17852.148
"wt_7",135.712,17523.377
"wt_7",136.041,17438.688
"wt_7",136.371,17368.936
"wt_7",136.7,17092.193
"wt_7",137.03,17058.252
"wt_7",137.359,17175.951
"wt_7",137.688,16954.082
"wt_7",138.018,17192.93
"wt_7",138.347,17072.707
"wt_7",138.677,17105.027
"wt_7",139.006,17094.189
"wt_7",139.335,17102.803
"wt_7",139.665,17424.756
"wt_7",139.994,17099.137
"wt_7",140.324,17090.758
"wt_7",140.653,17133.684
"wt_7",140.982,17206.625
"wt_7",141.312,17344.961
"wt_7",141.641,17587.238
"wt_7",141.971,17383.301
"wt_7",142.3,17774.309
"wt_7",142.629,17673.738
"wt_7",142.959,17497.752
"wt_7",143.288,17324.664
"wt_7",143.618,17512.334
"wt_7",143.947,17872.373
"wt_7",144.276,17838.807
"wt_7",144.606,17723.133
"wt_7",144.935,17634.568
"wt_7",145.265,17744.238
"wt_7",145.594,17858.141
"wt_7",145.923,17828.357
"wt_7",146.253,17788.748
"wt_7",146.582,17932.926
"wt_7",146.912,18154.156
"wt_7",147.241,18196.684
"wt_7",147.57,18381.029
"wt_7",147.9,18559.961
"wt_7",148.229,18306.635
"wt_7",148.559,18420.129
"wt_7",148.888,18270.814
"wt_7",149.217,18278.473
"wt_7",149.547,18530.588
"wt_7",149.876,18476.031
"wt_7",150.206,18542.713
"wt_7",150.535,18309.07
"wt_7",150.864,18002.068
"wt_7",151.194,18055.918
"wt_7",151.523,17797.928
"wt_7",151.853,18105.441
"wt_7",152.182,18101.631
"wt_7",152.511,18166.199
"wt_7",152.841,17985.295
"wt_7",153.17,18124.471
"wt_7",153.5,18236.861
"wt_7",153.829,18193.354
"wt_7",154.158,18486.766
"wt_7",154.488,18498.354
